ADW16195.1	GCA_000186885.1
ADW16196.1	GCA_000186885.1
ADW16197.1	GCA_000186885.1
ADW16198.1	GCA_000186885.1
ADW16199.1	GCA_000186885.1
ADW16200.1	GCA_000186885.1
ADW16201.1	GCA_000186885.1
ADW16202.1	GCA_000186885.1
ADW16203.1	GCA_000186885.1
ADW16204.1	GCA_000186885.1
ADW16205.1	GCA_000186885.1
ADW16206.1	GCA_000186885.1
ADW16207.1	GCA_000186885.1
ADW16208.1	GCA_000186885.1
ADW16209.1	GCA_000186885.1
ADW16210.1	GCA_000186885.1
ADW16211.1	GCA_000186885.1
ADW16212.1	GCA_000186885.1
ADW16213.1	GCA_000186885.1
ADW16214.1	GCA_000186885.1
ADW16215.1	GCA_000186885.1
ADW16216.1	GCA_000186885.1
ADW16217.1	GCA_000186885.1
ADW16218.1	GCA_000186885.1
ADW16219.1	GCA_000186885.1
ADW16220.1	GCA_000186885.1
ADW16221.1	GCA_000186885.1
ADW16222.1	GCA_000186885.1
ADW16223.1	GCA_000186885.1
ADW16224.1	GCA_000186885.1
ADW16225.1	GCA_000186885.1
ADW16226.1	GCA_000186885.1
ADW16227.1	GCA_000186885.1
ADW16228.1	GCA_000186885.1
ADW16229.1	GCA_000186885.1
ADW16230.1	GCA_000186885.1
ADW16231.1	GCA_000186885.1
ADW16232.1	GCA_000186885.1
ADW16233.1	GCA_000186885.1
ADW16234.1	GCA_000186885.1
ADW16235.1	GCA_000186885.1
ADW16236.1	GCA_000186885.1
ADW16237.1	GCA_000186885.1
ADW16238.1	GCA_000186885.1
ADW16239.1	GCA_000186885.1
ADW16240.1	GCA_000186885.1
ADW16241.1	GCA_000186885.1
ADW16242.1	GCA_000186885.1
ADW16243.1	GCA_000186885.1
ADW16244.1	GCA_000186885.1
ADW16245.1	GCA_000186885.1
ADW16246.1	GCA_000186885.1
ADW16247.1	GCA_000186885.1
ADW16248.1	GCA_000186885.1
ADW16249.1	GCA_000186885.1
ADW16250.1	GCA_000186885.1
ADW16251.1	GCA_000186885.1
ADW16252.1	GCA_000186885.1
ADW16253.1	GCA_000186885.1
ADW16254.1	GCA_000186885.1
ADW16255.1	GCA_000186885.1
ADW16256.1	GCA_000186885.1
ADW16257.1	GCA_000186885.1
ADW16258.1	GCA_000186885.1
ADW16259.1	GCA_000186885.1
ADW16260.1	GCA_000186885.1
ADW16261.1	GCA_000186885.1
ADW16262.1	GCA_000186885.1
ADW16263.1	GCA_000186885.1
ADW16264.1	GCA_000186885.1
ADW16265.1	GCA_000186885.1
ADW16266.1	GCA_000186885.1
ADW16267.1	GCA_000186885.1
ADW16268.1	GCA_000186885.1
ADW16269.1	GCA_000186885.1
ADW16270.1	GCA_000186885.1
ADW16271.1	GCA_000186885.1
ADW16272.1	GCA_000186885.1
ADW16273.1	GCA_000186885.1
ADW16274.1	GCA_000186885.1
ADW16275.1	GCA_000186885.1
ADW16276.1	GCA_000186885.1
ADW16277.1	GCA_000186885.1
ADW16278.1	GCA_000186885.1
ADW16279.1	GCA_000186885.1
ADW16280.1	GCA_000186885.1
ADW16281.1	GCA_000186885.1
ADW16282.1	GCA_000186885.1
ADW16283.1	GCA_000186885.1
ADW16284.1	GCA_000186885.1
ADW16285.1	GCA_000186885.1
ADW16286.1	GCA_000186885.1
ADW16287.1	GCA_000186885.1
ADW16288.1	GCA_000186885.1
ADW16289.1	GCA_000186885.1
ADW16290.1	GCA_000186885.1
ADW16291.1	GCA_000186885.1
ADW16292.1	GCA_000186885.1
ADW16293.1	GCA_000186885.1
ADW16294.1	GCA_000186885.1
ADW16295.1	GCA_000186885.1
ADW16296.1	GCA_000186885.1
ADW16297.1	GCA_000186885.1
ADW16298.1	GCA_000186885.1
ADW16299.1	GCA_000186885.1
ADW16300.1	GCA_000186885.1
ADW16301.1	GCA_000186885.1
ADW16302.1	GCA_000186885.1
ADW16303.1	GCA_000186885.1
ADW16304.1	GCA_000186885.1
ADW16305.1	GCA_000186885.1
ADW16306.1	GCA_000186885.1
ADW16307.1	GCA_000186885.1
ADW16308.1	GCA_000186885.1
ADW16309.1	GCA_000186885.1
ADW16310.1	GCA_000186885.1
ADW16311.1	GCA_000186885.1
ADW16312.1	GCA_000186885.1
ADW16313.1	GCA_000186885.1
ADW16314.1	GCA_000186885.1
ADW16315.1	GCA_000186885.1
ADW16316.1	GCA_000186885.1
ADW16317.1	GCA_000186885.1
ADW16318.1	GCA_000186885.1
ADW16319.1	GCA_000186885.1
ADW16320.1	GCA_000186885.1
ADW16321.1	GCA_000186885.1
ADW16322.1	GCA_000186885.1
ADW16323.1	GCA_000186885.1
ADW16324.1	GCA_000186885.1
ADW16325.1	GCA_000186885.1
ADW16326.1	GCA_000186885.1
ADW16327.1	GCA_000186885.1
ADW16328.1	GCA_000186885.1
ADW16329.1	GCA_000186885.1
ADW16330.1	GCA_000186885.1
ADW16331.1	GCA_000186885.1
ADW16332.1	GCA_000186885.1
ADW16333.1	GCA_000186885.1
ADW16334.1	GCA_000186885.1
ADW16335.1	GCA_000186885.1
ADW16336.1	GCA_000186885.1
ADW16337.1	GCA_000186885.1
ADW16338.1	GCA_000186885.1
ADW16339.1	GCA_000186885.1
ADW16340.1	GCA_000186885.1
ADW16341.1	GCA_000186885.1
ADW16342.1	GCA_000186885.1
ADW16343.1	GCA_000186885.1
ADW16344.1	GCA_000186885.1
ADW16345.1	GCA_000186885.1
ADW16346.1	GCA_000186885.1
ADW16347.1	GCA_000186885.1
ADW16348.1	GCA_000186885.1
ADW16349.1	GCA_000186885.1
ADW16350.1	GCA_000186885.1
ADW16351.1	GCA_000186885.1
ADW16352.1	GCA_000186885.1
ADW16353.1	GCA_000186885.1
ADW16354.1	GCA_000186885.1
ADW16355.1	GCA_000186885.1
ADW16356.1	GCA_000186885.1
ADW16357.1	GCA_000186885.1
ADW16358.1	GCA_000186885.1
ADW16359.1	GCA_000186885.1
ADW16360.1	GCA_000186885.1
ADW16361.1	GCA_000186885.1
ADW16362.1	GCA_000186885.1
ADW16363.1	GCA_000186885.1
ADW16364.1	GCA_000186885.1
ADW16365.1	GCA_000186885.1
ADW16366.1	GCA_000186885.1
ADW16367.1	GCA_000186885.1
ADW16368.1	GCA_000186885.1
ADW16369.1	GCA_000186885.1
ADW16370.1	GCA_000186885.1
ADW16371.1	GCA_000186885.1
ADW16372.1	GCA_000186885.1
ADW16373.1	GCA_000186885.1
ADW16374.1	GCA_000186885.1
ADW16375.1	GCA_000186885.1
ADW16376.1	GCA_000186885.1
ADW16377.1	GCA_000186885.1
ADW16378.1	GCA_000186885.1
ADW16379.1	GCA_000186885.1
ADW16380.1	GCA_000186885.1
ADW16381.1	GCA_000186885.1
ADW16382.1	GCA_000186885.1
ADW16383.1	GCA_000186885.1
ADW16384.1	GCA_000186885.1
ADW16385.1	GCA_000186885.1
ADW16386.1	GCA_000186885.1
ADW16387.1	GCA_000186885.1
ADW16388.1	GCA_000186885.1
ADW16389.1	GCA_000186885.1
ADW16390.1	GCA_000186885.1
ADW16391.1	GCA_000186885.1
ADW16392.1	GCA_000186885.1
ADW16393.1	GCA_000186885.1
ADW16394.1	GCA_000186885.1
ADW16395.1	GCA_000186885.1
ADW16396.1	GCA_000186885.1
ADW16397.1	GCA_000186885.1
ADW16398.1	GCA_000186885.1
ADW16399.1	GCA_000186885.1
ADW16400.1	GCA_000186885.1
ADW16401.1	GCA_000186885.1
ADW16402.1	GCA_000186885.1
ADW16403.1	GCA_000186885.1
ADW16404.1	GCA_000186885.1
ADW16405.1	GCA_000186885.1
ADW16406.1	GCA_000186885.1
ADW16407.1	GCA_000186885.1
ADW16408.1	GCA_000186885.1
ADW16409.1	GCA_000186885.1
ADW16410.1	GCA_000186885.1
ADW16411.1	GCA_000186885.1
ADW16412.1	GCA_000186885.1
ADW16413.1	GCA_000186885.1
ADW16414.1	GCA_000186885.1
ADW16415.1	GCA_000186885.1
ADW16416.1	GCA_000186885.1
ADW16417.1	GCA_000186885.1
ADW16418.1	GCA_000186885.1
ADW16419.1	GCA_000186885.1
ADW16420.1	GCA_000186885.1
ADW16421.1	GCA_000186885.1
ADW16422.1	GCA_000186885.1
ADW16423.1	GCA_000186885.1
ADW16424.1	GCA_000186885.1
ADW16425.1	GCA_000186885.1
ADW16426.1	GCA_000186885.1
ADW16427.1	GCA_000186885.1
ADW16428.1	GCA_000186885.1
ADW16429.1	GCA_000186885.1
ADW16430.1	GCA_000186885.1
ADW16431.1	GCA_000186885.1
ADW16432.1	GCA_000186885.1
ADW16433.1	GCA_000186885.1
ADW16434.1	GCA_000186885.1
ADW16435.1	GCA_000186885.1
ADW16436.1	GCA_000186885.1
ADW16437.1	GCA_000186885.1
ADW16438.1	GCA_000186885.1
ADW16439.1	GCA_000186885.1
ADW16440.1	GCA_000186885.1
ADW16441.1	GCA_000186885.1
ADW16442.1	GCA_000186885.1
ADW16443.1	GCA_000186885.1
ADW16444.1	GCA_000186885.1
ADW16445.1	GCA_000186885.1
ADW16446.1	GCA_000186885.1
ADW16447.1	GCA_000186885.1
ADW16448.1	GCA_000186885.1
ADW16449.1	GCA_000186885.1
ADW16450.1	GCA_000186885.1
ADW16451.1	GCA_000186885.1
ADW16452.1	GCA_000186885.1
ADW16453.1	GCA_000186885.1
ADW16454.1	GCA_000186885.1
ADW16455.1	GCA_000186885.1
ADW16456.1	GCA_000186885.1
ADW16457.1	GCA_000186885.1
ADW16458.1	GCA_000186885.1
ADW16459.1	GCA_000186885.1
ADW16460.1	GCA_000186885.1
ADW16461.1	GCA_000186885.1
ADW16462.1	GCA_000186885.1
ADW16463.1	GCA_000186885.1
ADW16464.1	GCA_000186885.1
ADW16465.1	GCA_000186885.1
ADW16466.1	GCA_000186885.1
ADW16467.1	GCA_000186885.1
ADW16468.1	GCA_000186885.1
ADW16469.1	GCA_000186885.1
ADW16470.1	GCA_000186885.1
ADW16471.1	GCA_000186885.1
ADW16472.1	GCA_000186885.1
ADW16473.1	GCA_000186885.1
ADW16474.1	GCA_000186885.1
ADW16475.1	GCA_000186885.1
ADW16476.1	GCA_000186885.1
ADW16477.1	GCA_000186885.1
ADW16478.1	GCA_000186885.1
ADW16479.1	GCA_000186885.1
ADW16480.1	GCA_000186885.1
ADW16481.1	GCA_000186885.1
ADW16482.1	GCA_000186885.1
ADW16483.1	GCA_000186885.1
ADW16484.1	GCA_000186885.1
ADW16485.1	GCA_000186885.1
ADW16486.1	GCA_000186885.1
ADW16487.1	GCA_000186885.1
ADW16488.1	GCA_000186885.1
ADW16489.1	GCA_000186885.1
ADW16490.1	GCA_000186885.1
ADW16491.1	GCA_000186885.1
ADW16492.1	GCA_000186885.1
ADW16493.1	GCA_000186885.1
ADW16494.1	GCA_000186885.1
ADW16495.1	GCA_000186885.1
ADW16496.1	GCA_000186885.1
ADW16497.1	GCA_000186885.1
ADW16498.1	GCA_000186885.1
ADW16499.1	GCA_000186885.1
ADW16500.1	GCA_000186885.1
ADW16501.1	GCA_000186885.1
ADW16502.1	GCA_000186885.1
ADW16503.1	GCA_000186885.1
ADW16504.1	GCA_000186885.1
ADW16505.1	GCA_000186885.1
ADW16506.1	GCA_000186885.1
ADW16507.1	GCA_000186885.1
ADW16508.1	GCA_000186885.1
ADW16509.1	GCA_000186885.1
ADW16510.1	GCA_000186885.1
ADW16511.1	GCA_000186885.1
ADW16512.1	GCA_000186885.1
ADW16513.1	GCA_000186885.1
ADW16514.1	GCA_000186885.1
ADW16515.1	GCA_000186885.1
ADW16516.1	GCA_000186885.1
ADW16517.1	GCA_000186885.1
ADW16518.1	GCA_000186885.1
ADW16519.1	GCA_000186885.1
ADW16520.1	GCA_000186885.1
ADW16521.1	GCA_000186885.1
ADW16522.1	GCA_000186885.1
ADW16523.1	GCA_000186885.1
ADW16524.1	GCA_000186885.1
ADW16525.1	GCA_000186885.1
ADW16526.1	GCA_000186885.1
ADW16527.1	GCA_000186885.1
ADW16528.1	GCA_000186885.1
ADW16529.1	GCA_000186885.1
ADW16530.1	GCA_000186885.1
ADW16531.1	GCA_000186885.1
ADW16532.1	GCA_000186885.1
ADW16533.1	GCA_000186885.1
ADW16534.1	GCA_000186885.1
ADW16535.1	GCA_000186885.1
ADW16536.1	GCA_000186885.1
ADW16537.1	GCA_000186885.1
ADW16538.1	GCA_000186885.1
ADW16539.1	GCA_000186885.1
ADW16540.1	GCA_000186885.1
ADW16541.1	GCA_000186885.1
ADW16542.1	GCA_000186885.1
ADW16543.1	GCA_000186885.1
ADW16544.1	GCA_000186885.1
ADW16545.1	GCA_000186885.1
ADW16546.1	GCA_000186885.1
ADW16547.1	GCA_000186885.1
ADW16548.1	GCA_000186885.1
ADW16549.1	GCA_000186885.1
ADW16550.1	GCA_000186885.1
ADW16551.1	GCA_000186885.1
ADW16552.1	GCA_000186885.1
ADW16553.1	GCA_000186885.1
ADW16554.1	GCA_000186885.1
ADW16555.1	GCA_000186885.1
ADW16556.1	GCA_000186885.1
ADW16557.1	GCA_000186885.1
ADW16558.1	GCA_000186885.1
ADW16559.1	GCA_000186885.1
ADW16560.1	GCA_000186885.1
ADW16561.1	GCA_000186885.1
ADW16562.1	GCA_000186885.1
ADW16563.1	GCA_000186885.1
ADW16564.1	GCA_000186885.1
ADW16565.1	GCA_000186885.1
ADW16566.1	GCA_000186885.1
ADW16567.1	GCA_000186885.1
ADW16568.1	GCA_000186885.1
ADW16569.1	GCA_000186885.1
ADW16570.1	GCA_000186885.1
ADW16571.1	GCA_000186885.1
ADW16572.1	GCA_000186885.1
ADW16573.1	GCA_000186885.1
ADW16574.1	GCA_000186885.1
ADW16575.1	GCA_000186885.1
ADW16576.1	GCA_000186885.1
ADW16577.1	GCA_000186885.1
ADW16578.1	GCA_000186885.1
ADW16579.1	GCA_000186885.1
ADW16580.1	GCA_000186885.1
ADW16581.1	GCA_000186885.1
ADW16582.1	GCA_000186885.1
ADW16583.1	GCA_000186885.1
ADW16584.1	GCA_000186885.1
ADW16585.1	GCA_000186885.1
ADW16586.1	GCA_000186885.1
ADW16587.1	GCA_000186885.1
ADW16588.1	GCA_000186885.1
ADW16589.1	GCA_000186885.1
ADW16590.1	GCA_000186885.1
ADW16591.1	GCA_000186885.1
ADW16592.1	GCA_000186885.1
ADW16593.1	GCA_000186885.1
ADW16594.1	GCA_000186885.1
ADW16595.1	GCA_000186885.1
ADW16596.1	GCA_000186885.1
ADW16597.1	GCA_000186885.1
ADW16598.1	GCA_000186885.1
ADW16599.1	GCA_000186885.1
ADW16600.1	GCA_000186885.1
ADW16601.1	GCA_000186885.1
ADW16602.1	GCA_000186885.1
ADW16603.1	GCA_000186885.1
ADW16604.1	GCA_000186885.1
ADW16605.1	GCA_000186885.1
ADW16606.1	GCA_000186885.1
ADW16607.1	GCA_000186885.1
ADW16608.1	GCA_000186885.1
ADW16609.1	GCA_000186885.1
ADW16610.1	GCA_000186885.1
ADW16611.1	GCA_000186885.1
ADW16612.1	GCA_000186885.1
ADW16613.1	GCA_000186885.1
ADW16614.1	GCA_000186885.1
ADW16615.1	GCA_000186885.1
ADW16616.1	GCA_000186885.1
ADW16617.1	GCA_000186885.1
ADW16618.1	GCA_000186885.1
ADW16619.1	GCA_000186885.1
ADW16620.1	GCA_000186885.1
ADW16621.1	GCA_000186885.1
ADW16622.1	GCA_000186885.1
ADW16623.1	GCA_000186885.1
ADW16624.1	GCA_000186885.1
ADW16625.1	GCA_000186885.1
ADW16626.1	GCA_000186885.1
ADW16627.1	GCA_000186885.1
ADW16628.1	GCA_000186885.1
ADW16629.1	GCA_000186885.1
ADW16630.1	GCA_000186885.1
ADW16631.1	GCA_000186885.1
ADW16632.1	GCA_000186885.1
ADW16633.1	GCA_000186885.1
ADW16634.1	GCA_000186885.1
ADW16635.1	GCA_000186885.1
ADW16636.1	GCA_000186885.1
ADW16637.1	GCA_000186885.1
ADW16638.1	GCA_000186885.1
ADW16639.1	GCA_000186885.1
ADW16640.1	GCA_000186885.1
ADW16641.1	GCA_000186885.1
ADW16642.1	GCA_000186885.1
